experiment_id,nsc,highest_tested_concentration,cell_line,log_ec50,response_zero,response_inflection,hill_slope,log_ic50
29042,762154,1.00E-05,NCI-H865,-5.189054779,43.5530657,88.70651906,-19.71261253,-5.068045986
24827,759674,1.00E-05,NCI-H865,-5.347321723,-28.65151053,101.7901955,-1.424116719,-5.474662281
19980,757149,1.00E-05,NCI-H865,-5.429861045,0.980981164,88.14589365,-4.572974347,-5.430648508
14893,755389,1.00E-05,NCI-H865,-5.454465803,47.06587322,102.0027584,-7.097748716,-5.042643114
20525,757439,1.00E-05,NCI-H865,-3.948319271,-533.6489275,97.65093549,-0.98618939,-5.076064122
12073,751249,1.00E-05,NCI-H865,-5.675326372,17.84911028,95.24579906,-0.754372697,-5.47860536
23496,758774,1.00E-05,NCI-H865,-6.314417361,0.030416735,103.018149,-2.473062828,-6.278275218
26780,761190,1.00E-05,NCI-H865,-7.851827636,-0.105915893,94.13175421,-2.848446703,-7.877625314
8732,673596,1.00E-05,NCI-H865,-6.712518078,2.398302672,91.67717429,-0.992209098,-6.770198151
17635,756642,1.00E-05,NCI-H865,-6.561960894,1.496218375,93.10868596,-1.666697927,-6.606939789
21856,758249,1.00E-05,NCI-H865,-6.677610027,0.276758865,99.01414986,-1.875752089,-6.680018168
29432,762419,1.00E-05,NCI-H865,-6.408001096,27.58441347,100.4791332,-1.464942767,-6.13516022
29590,762598,1.00E-05,NCI-H865,-7.546617243,5.4447155,107.8749993,-1.294117479,-7.460145492
14736,755387,1.00E-05,NCI-H865,-7.767589189,-1.16999359,98.80824323,-1.533578141,-7.772406993
19204,756663,1.00E-05,NCI-H865,-6.583214928,20.12170434,105.3619994,-0.826189032,-6.242253049
22949,758488,1.00E-05,NCI-H865,-6.972220097,5.006645478,97.55763157,-6.016215109,-7.039641302
25528,760442,1.00E-05,NCI-H865,-8.084552707,-0.557172881,101.1534729,-1.688860558,-8.083490781
8496,639186,1.00E-05,NCI-H865,-7.052271893,48.18215407,93.13808648,-0.950687828,-5.565175315
25685,760444,1.00E-05,NCI-H865,-5.13646919,-87.64349268,189.6948349,-0.078518832,-5.054653653
22324,758254,1.00E-05,NCI-H865,-6.103762857,8.222663695,105.6703786,-3.505991952,-6.088870255
27790,761389,1.00E-05,NCI-H865,-4.17926579,-556.255299,109.9835906,-1.216079436,-5.009042893
9744,707545,1.00E-05,NCI-H865,-2.57441199,-1918.11191,122.0593304,-0.521962162,-5.352555295
22401,758255,1.00E-05,NCI-H865,-5.910926056,-0.588139392,89.57307105,-0.847163006,-6.043816002
19591,756878,1.00E-05,NCI-H865,-5.425757774,-44.01188694,126.6924902,-1.10296475,-5.510417163
22167,758252,1.00E-05,NCI-H865,-7.159296809,0.122366239,133.8892767,-1.881375778,-7.029642834
20367,757437,1.00E-05,NCI-H865,-6.198853048,24.06635787,93.07909573,-1.510120768,-6.04719917
28884,762152,1.00E-05,NCI-H865,-6.045783694,1.657944778,113.657739,-14.45824026,-6.147306388
13876,754359,1.00E-05,NCI-H865,-4.742986889,-424.3167541,111.0183462,-2.296100081,-5.234255523
24591,759659,1.00E-05,NCI-H865,-6.931284165,0.25605077,101.2260611,-1.002040852,-6.919413904
32673,764516,1.00E-05,NCI-H865,-1.531978371,-528.620503,101.9039733,-0.265045747,-5.483710984
31518,764043,1.00E-05,NCI-H865,-3.756719006,-264.9795954,91.03126458,-0.651870091,-5.140325357
35291,765889,1.00E-05,NCI-H865,-5.463156152,38.30848169,85.81032184,-6.587362555,-5.212022504
31749,764092,1.00E-05,NCI-H865,-7.603447143,-8.766335617,119.9232284,-0.291540499,-7.343716069
33135,764608,1.00E-05,NCI-H865,-7.490028894,9.385595566,89.61235305,-1.01824181,-7.505848566
33982,764821,1.00E-05,NCI-H865,-3.521716088,-644.9605092,103.5577852,-0.615022162,-5.359189418
30671,763832,1.00E-05,NCI-H865,-6.030664349,44.36979422,107.0535209,-3.313716273,-5.581744343
31364,764041,1.00E-05,NCI-H865,-6.16839109,43.03754801,108.6577153,-1.135426254,-5.303747838
38602,767952,1.00E-05,NCI-H865,-5.693902572,2.618254735,100.5182525,-2.944774066,-5.689618432
40450,771750,1.00E-05,NCI-H865,-1.841298585,-189.1372463,132.3797082,-0.143550279,-5.067699271
40681,772196,1.00E-05,NCI-H865,-3.832717514,-178.3156568,139.9025529,-0.182237078,-6.057382135
38063,767601,1.00E-05,NCI-H865,-6.669882776,45.5912028,107.4769999,-1.82756497,-6.006701492
38217,767746,1.00E-05,NCI-H865,-5.169719108,-64.93645489,101.7957793,-1.019705103,-5.518140984
41066,772290,1.00E-05,NCI-H865,-6.399514238,30.69482547,125.8331907,-1.129883724,-5.843864032
41143,772291,1.00E-05,NCI-H865,-6.465110636,38.94917472,116.4208048,-1.0872548,-5.698328345
35753,766254,1.00E-05,NCI-H865,-6.586896938,5.260723104,101.1558622,-3.044701705,-6.588335689
42067,772920,1.00E-05,NCI-H865,-4.45256701,-185.0933605,104.2437206,-0.996070118,-5.121399865
20290,757363,1.00E-05,NCI-H865,-5.058285873,26.6952352,107.8800792,-10.65898294,-5.055603151
40219,771650,1.00E-05,NCI-H865,-5.073237611,18.12213273,96.56622386,-4.48107731,-5.062255068
41682,772595,1.00E-05,NCI-H865,-1.58017036,-1317.756306,90.96171458,-0.403735293,-5.372305564
388,762,1.00E-05,NCI-H889,-3.792353157,-993.2949257,97.95440484,-0.871795241,-5.368070712
3579,105014,1.00E-05,NCI-H889,-5.989171873,42.67770673,108.302554,-1.705103141,-5.445272152
8969,681239,1.00E-05,NCI-H889,-8.350281565,-0.071391995,102.9664414,-4.141843338,-8.349892084
20757,757441,1.00E-05,NCI-H889,-5.421821498,42.90163121,95.10901995,-8.695926336,-5.086197489
6621,279836,1.00E-05,NCI-H889,-5.837091189,-1.753359269,76.44159544,-1.889606124,-6.012256557
1086,14229,1.00E-05,NCI-H889,-5.311969514,-12.37377838,102.2639858,-2.897670524,-5.323087532
11682,747973,1.00E-05,NCI-H889,-7.836974459,14.31279655,107.34968,-1.346314397,-7.660674353
12543,754143,1.00E-05,NCI-H889,-8.630683496,-0.346533802,98.11220854,-1.708946886,-8.636523218
4642,123127,1.00E-05,NCI-H889,-6.374011293,1.126345388,98.53867371,-1.622783195,-6.366670521
28024,761432,1.00E-05,NCI-H889,-7.673787407,24.96311038,61.43176832,-5.809504336,-7.736498903
4826,125973,1.00E-05,NCI-H889,-7.429802507,17.77082628,97.15537248,-1.633145222,-7.310778186
2487,49842,1.00E-05,NCI-H889,-8.370338664,8.057411365,84.79342246,-1.140442878,-8.451850462
2878,67574,1.00E-05,NCI-H889,-8.597925246,9.008538692,171.5029197,-0.869703621,-8.030274833
544,3053,1.00E-05,NCI-H889,-8.106977346,1.389126526,68.55380267,-2.650720454,-8.277083056
1401,24559,1.00E-05,NCI-H889,-7.33904932,4.289197272,109.3680218,-2.698551421,-7.256957518
7244,608210,1.00E-05,NCI-H889,-6.615653838,9.589458827,113.7569265,-1.221411919,-6.453145078
22168,758252,1.00E-05,NCI-H889,-7.245045148,-2.049840982,113.0018231,-1.395701667,-7.174083569
7929,609699,1.00E-05,NCI-H889,-2.310424303,-520.9698306,113.8968817,-0.253367146,-6.074098574
5975,180973,0.0002,NCI-H889,-5.081118691,-0.251656458,99.08117194,-5.678372282,-5.020796247
7930,609699,1.00E-05,NCI-H889,-4.055223149,-195.4728824,102.9229733,-0.329732977,-6.087197081
5976,180973,0.0002,NCI-H889,-5.159573056,-0.763516447,100.334921,-3.467353514,-5.184454115
4646,123127,1.00E-05,NCI-H889,-6.222719309,0.533252124,92.07558938,-1.722585568,-6.26257135
5978,180973,0.0002,NCI-H889,-5.094765192,-0.462876614,98.58136687,-3.725213393,-5.073282141
5979,180973,0.0002,NCI-H889,-5.092296403,-0.114927044,98.26069388,-6.352713558,-5.03536484
4648,123127,1.00E-05,NCI-H889,-6.440299239,-3.603617875,93.07182843,-1.191823996,-6.531271785
5980,180973,0.0002,NCI-H889,-5.186786162,-0.187355681,95.10954512,-7.145871092,-5.292618233
5981,180973,0.0002,NCI-H889,-5.192050688,-1.641830233,99.3170233,-2.598849064,-5.225684623
7937,609699,1.00E-05,NCI-H889,0.83977611,-1673.565336,117.6925967,-0.200652238,-6.178855962
4651,123127,1.00E-05,NCI-H889,-6.391138204,-4.892448209,96.27528568,-1.118229494,-6.461428698
7938,609699,1.00E-05,NCI-H889,0.916358337,-1126.299298,136.2512925,-0.15987521,-6.190410998
5984,180973,0.0002,NCI-H889,-5.050791612,-0.179289623,95.67968681,-5.073188526,-4.999862978
24984,759676,1.00E-05,NCI-H889,-6.34981237,41.07205831,92.66917529,-1.290193114,-5.773806684
2101,36405,1.00E-05,NCI-H889,-6.20536973,0.734853301,98.13375246,-2.315426578,-6.2074683
21307,758242,1.00E-05,NCI-H889,-6.047624153,19.10618983,86.90825208,-10.3322422,-6.143501882
24749,759661,1.00E-05,NCI-H889,-5.488861523,48.60260866,94.98964541,-7.881585889,-5.032019563
25451,760144,1.00E-05,NCI-H889,-7.442862256,50,97.36146041,-10.68908501,-5.477121255
13407,754353,1.00E-05,NCI-H889,-5.797446909,17.14158244,92.78420834,-4.254243212,-5.71700538
18812,756658,1.00E-05,NCI-H889,-5.129707044,-21.35344581,98.85439928,-4.820033158,-5.243489129
11995,750691,1.00E-05,NCI-H889,-5.1727492,-44.69513754,101.036646,-2.003984561,-5.328724548
13328,754352,1.00E-05,NCI-H889,-6.066940449,8.922111039,99.46233886,-3.273095896,-6.069120118
14191,754364,1.00E-05,NCI-H889,-5.78243466,38.91846392,100.8182493,-3.484329911,-5.543157687
16541,755774,1.00E-05,NCI-H889,0.030051044,-711.25106,340.5059373,-0.063662691,-6.543007162
23577,758871,1.00E-05,NCI-H889,-6.652421305,45.43211511,95.37932685,-0.908631144,-5.532286932
13486,754354,1.00E-05,NCI-H889,-8.270488613,33.12481721,101.6075237,-10.66466249,-8.001688427
17245,755983,1.00E-05,NCI-H889,-8.028658904,15.5756778,95.4175008,-3.273691299,-8.006958385
26469,761069,1.00E-05,NCI-H889,-2.361709598,-200.2303569,133.5755933,-0.134557506,-5.902840391
26861,761191,1.00E-05,NCI-H889,-5.105509676,39.97985292,98.76813072,-9.495484251,-5.041926204
19981,757149,1.00E-05,NCI-H889,-7.845230277,11.00808061,101.5414788,-2.287677146,-7.762931305
23735,758873,1.00E-05,NCI-H889,-7.324131042,0.753770801,97.24056965,-3.67454507,-7.292479677
14426,754367,1.00E-05,NCI-H889,-3.81250404,-626.5679814,97.72215183,-0.699118072,-5.464537564
28964,762153,1.00E-05,NCI-H889,-5.124819235,-85.35377015,103.1521425,-0.644197881,-5.771922415
23497,758774,1.00E-05,NCI-H889,-6.335849821,-5.684798433,103.0710313,-1.118269499,-6.350147491
26781,761190,1.00E-05,NCI-H889,-7.770668393,-0.46446077,80.79092296,-3.000409587,-7.836142344
8733,673596,1.00E-05,NCI-H889,-6.67774764,-0.30329665,83.93886988,-1.217987497,-6.820868126
13169,754350,1.00E-05,NCI-H889,-5.097164107,0.619420992,100.633593,-3.441512581,-5.132849798
8734,673596,1.00E-05,NCI-H889,-6.602511775,2.962256855,83.44121836,-1.266460494,-6.72879776
14269,754365,1.00E-05,NCI-H889,-5.977745562,1.26521808,106.1444403,-9.729642097,-6.025094816
21857,758249,1.00E-05,NCI-H889,-6.467732496,-2.69455768,97.72163431,-1.822993585,-6.505919219
23029,758489,1.00E-05,NCI-H889,-7.257507997,15.56045172,104.3582791,-1.643958815,-7.115585544
14270,754365,1.00E-05,NCI-H889,-5.93089172,-4.417593473,98.28194949,-2.048304825,-5.957166004
29433,762419,1.00E-05,NCI-H889,-6.987448177,23.65740847,101.3882513,-11.55715618,-7.031607137
29591,762598,1.00E-05,NCI-H889,-7.692275997,9.351088673,99.54173463,-2.815176191,-7.635417039
24436,759657,1.00E-05,NCI-H889,-7.467380376,-1.741654554,94.56773659,-1.893084123,-7.522629778
29434,762419,1.00E-05,NCI-H889,-7.098411128,26.68242354,100.6351111,-3.912538592,-7.008129055
19205,756663,1.00E-05,NCI-H889,-6.665680879,8.395027289,98.06310733,-2.258758678,-6.63543773
14738,755387,1.00E-05,NCI-H889,-7.478564687,7.723190893,106.1603679,-1.223176477,-7.375915465
19206,756663,1.00E-05,NCI-H889,-6.663163308,12.46740171,98.51630716,-1.600605643,-6.590277757
27093,761194,1.00E-05,NCI-H889,-5.335173324,-38.08795434,105.1320535,-0.924372441,-5.566576529
15601,755762,1.00E-05,NCI-H889,-7.947897708,50,102.242105,-10.57998712,-5.954242509
25686,760444,1.00E-05,NCI-H889,-2.708092511,-1323.682651,95.04317981,-0.629638499,-5.085221688
22248,758253,1.00E-05,NCI-H889,-7.347456537,1.725626135,105.6615054,-1.568028005,-7.29403054
6854,330507,1.00E-05,NCI-H889,-5.156352691,31.22887721,95.81209573,-2.892060765,-5.022392611
20214,757334,1.00E-05,NCI-H889,-7.728464723,39.0012814,90.56541189,-1.585047714,-7.360570082
22402,758255,1.00E-05,NCI-H889,-4.485379246,-151.2339612,102.4061083,-0.419653355,-5.885661695
22169,758252,1.00E-05,NCI-H889,-7.230238513,-0.118921616,99.75040401,-2.653140152,-7.21081951
28885,762152,1.00E-05,NCI-H889,-5.774446541,-0.089340651,98.23300009,-2.946313994,-5.762854178
24592,759659,1.00E-05,NCI-H889,-7.317928358,0.107196101,90.72067922,-5.083939148,-7.289000458
31981,764136,1.00E-05,NCI-H889,-6.754717306,-1.886783208,97.99621655,-1.581080158,-6.769304643
34445,765436,1.00E-05,NCI-H889,-5.865639842,19.90072747,96.06299025,-2.312137952,-5.74524546
36755,766907,1.00E-05,NCI-H889,-7.190476344,-0.483107444,97.286459,-2.370624887,-7.194328169
37140,767048,1.00E-05,NCI-H889,-5.840880354,5.588857436,95.28276426,-2.208296651,-5.816967704
30518,763579,1.00E-05,NCI-H889,-7.000055211,50,99.97935827,-11.67495725,-5.477121255
32289,764334,1.00E-05,NCI-H889,-7.267594457,-0.078079202,99.86353587,-2.652880179,-7.242483426
30441,763564,1.00E-05,NCI-H889,-6.589525257,22.53105901,100.8086532,-2.916561839,-6.501672411
35292,765889,1.00E-05,NCI-H889,-15.73543679,-149.031099,562.971011,-0.043707436,-6.327204493
36447,766824,1.00E-05,NCI-H889,-6.263541485,42.68533176,98.92634693,-2.444038542,-5.887659687
37679,767470,1.00E-05,NCI-H889,-8.083063574,18.45026004,96.9187028,-4.217744311,-8.035745934
28417,761759,1.00E-05,NCI-H889,-7.271808197,12.37900428,95.60171377,-3.143302229,-7.200948283
33136,764608,1.00E-05,NCI-H889,-7.649657858,10.35508877,100.8812499,-2.301767021,-7.590925177
32443,764487,1.00E-05,NCI-H889,-5.196005494,8.475738743,102.9871366,-4.583705249,-5.186086799
33983,764821,1.00E-05,NCI-H889,-5.391818621,38.92230967,102.8609238,-5.115298573,-5.107985846
30672,763832,1.00E-05,NCI-H889,-5.087500328,6.41926918,101.2462016,-9.330109929,-5.17997189
38603,767952,1.00E-05,NCI-H889,-5.186248172,-3.283486486,97.04894904,-2.225904229,-5.224365611
40990,772255,1.00E-05,NCI-H889,-7.767992477,15.8333265,102.4095735,-3.203955951,-7.649570469
23263,758627,1.00E-05,NCI-H889,-5.14188268,-23.50486783,102.7094064,-4.343791515,-5.239722425
38141,767745,1.00E-05,NCI-H889,-7.224176747,24.57166622,106.4934219,-1.843207055,-7.015794071
35754,766254,1.00E-05,NCI-H889,-7.353887597,-0.307251358,99.80069661,-3.038263195,-7.336555469
40528,771751,1.00E-05,NCI-H889,-8.367084552,-0.04159178,81.89832726,-4.427748651,-8.493245962
41837,772885,1.00E-05,NCI-H889,-6.932275276,50,106.7923558,-10.20932432,-5
42068,772920,1.00E-05,NCI-H889,-5.062207805,-2.968379204,103.4875153,-10.45698256,-5.183802557
40066,771644,1.00E-05,NCI-H889,-5.999693844,2.979060454,98.47889498,-1.830164899,-6.001119359
20058,757296,1.00E-05,NCI-H889,-7.159412978,0.920091477,94.76853248,-2.447037464,-7.175060948
42376,773095,1.00E-05,NCI-H889,-6.992412116,-7.838260208,96.18770465,-0.691553498,-7.138986439
5211,157387,1.00E-05,NCI-H889,-5.098250301,29.4308716,97.19499619,-8.118844418,-5.091967295
40220,771650,1.00E-05,NCI-H889,-4.827624975,-212.4516317,101.1131367,-1.904976635,-5.282006587
41683,772595,1.00E-05,NCI-H889,-6.267895923,12.89322888,93.56013008,-1.209392664,-6.203014016
43069,773265,1.00E-05,NCI-H889,-6.559640472,48.1546003,99.45518943,-8.901704951,-6.209338104
9046,683863,1.00E-05,NCI-H889,-6.061142376,1.795954355,96.28614526,-2.059673516,-6.088585213
25842,760764,1.00E-05,NCI-H889,-5.127460598,-16.48815331,110.1267102,-0.363824382,-5.248642642
644,6396,1.00E-05,NCI-H1048,-6.04791138,8.494359965,97.32920768,-2.006391241,-6.030543166
1657,27640,1.00E-05,NCI-H1048,-8.109299173,8.553915144,96.03363532,-1.370371828,-8.073791722
2666,63878,1.00E-05,NCI-H1048,-7.514544128,4.424885718,103.6363865,-0.934214544,-7.440029886
3523,105014,1.00E-05,NCI-H1048,-6.85866491,12.09528738,104.0132762,-1.551299813,-6.736336966
9457,701852,1.00E-05,NCI-H1048,-5.557507205,13.66529314,96.88383376,-1.09029777,-5.452302421
1579,26980,1.00E-05,NCI-H1048,-8.087257985,3.57887607,97.78527577,-2.079885229,-8.083196598
7110,606869,1.00E-05,NCI-H1048,-7.123073519,1.623034909,100.3054262,-2.14789837,-7.118981972
6487,266046,1.00E-05,NCI-H1048,-5.087355533,15.59886576,98.51920042,-1.949919346,-5.01242348
20646,757441,1.00E-05,NCI-H1048,-6.34757675,31.37629752,97.60841045,-3.509635686,-6.138938506
6565,279836,1.00E-05,NCI-H1048,-8.208147551,2.844707527,95.46515799,-2.286566826,-8.197198918
9223,698037,1.00E-05,NCI-H1048,-6.546871744,26.07874058,102.0174244,-1.270210095,-6.24972866
20,740,1.00E-05,NCI-H1048,-7.472361186,7.45500686,101.8135992,-2.357878794,-7.44802419
7420,609699,1.00E-05,NCI-H1048,-8.484482797,0.685714508,98.74692345,-2.008864613,-8.50154126
11470,747971,1.00E-05,NCI-H1048,-5.294043039,-15.80013022,96.17545282,-2.259580408,-5.359515402
3134,82151,1.00E-05,NCI-H1048,-8.010740978,0.223740111,97.8279311,-2.883738036,-8.043686557
5000,141540,1.00E-05,NCI-H1048,-7.115978055,1.1889742,98.09303508,-2.154895783,-7.125443361
4770,125973,1.00E-05,NCI-H1048,-8.671097791,0.460868596,122.6099467,-2.356841524,-8.57002385
1345,24559,1.00E-05,NCI-H1048,-8.015434131,0.818289302,84.26145513,-9.885887549,-8.138061591
22056,758252,1.00E-05,NCI-H1048,-7.637466637,-0.834944782,103.6189018,-2.87445233,-7.623551033
800,9706,1.00E-05,NCI-H1048,-6.683674142,7.230141269,98.74471402,-2.62695276,-6.654627032
5523,180973,0.0002,NCI-H1048,-5.36887644,-0.687206086,98.18786025,-4.241200657,-5.376216795
5524,180973,0.0002,NCI-H1048,-5.097987042,-0.722081068,100.0333393,-3.896436897,-5.071216198
4138,123127,1.00E-05,NCI-H1048,-7.981322519,1.017065335,101.5549432,-2.253180555,-7.989187632
7424,609699,1.00E-05,NCI-H1048,-8.315792284,1.067414918,95.36602772,-2.423917239,-8.324688272
4139,123127,1.00E-05,NCI-H1048,-7.936852543,0.770170374,98.07064403,-2.012389235,-7.95894837
5526,180973,0.0002,NCI-H1048,-5.174915393,-0.703427509,99.64016805,-3.315592205,-5.208212052
7425,609699,1.00E-05,NCI-H1048,-8.358218362,0.54355287,99.01170544,-2.311905101,-8.368498904
7426,609699,1.00E-05,NCI-H1048,-8.2746609,0.824314377,95.85724023,-2.528887391,-8.268524376
4141,123127,1.00E-05,NCI-H1048,-7.978175658,1.323053703,97.92779609,-2.433712956,-8.004300017
7427,609699,1.00E-05,NCI-H1048,-8.46886315,0.509067289,98.29696997,-2.118731804,-8.491767723
5529,180973,0.0002,NCI-H1048,-5.494204429,-0.739603358,97.62482689,-5.557193009,-5.432191851
17031,755981,1.00E-05,NCI-H1048,-5.364612065,-16.43351232,104.043215,-2.201558621,-5.394161469
26960,761193,1.00E-05,NCI-H1048,-5.882433615,-6.481900795,96.79866541,-1.300625528,-5.944423509
28673,761931,1.00E-05,NCI-H1048,-5.223492019,-33.86417432,97.67779896,-1.670795089,-5.378426095
2045,36405,1.00E-05,NCI-H1048,-5.877526486,1.062766706,100.3181126,-4.848425758,-5.809935601
21252,758242,1.00E-05,NCI-H1048,-6.364479199,5.671521299,98.99081709,-3.183418868,-6.310514077
23757,759094,1.00E-05,NCI-H1048,-5.190157775,-30.25961598,102.655248,-1.316640204,-5.337582545
24301,759498,1.00E-05,NCI-H1048,-6.529361342,17.61614766,99.09170641,-2.553467964,-6.464449991
24693,759661,1.00E-05,NCI-H1048,-6.351667411,8.217647489,100.419679,-1.310228947,-6.276290616
25395,760144,1.00E-05,NCI-H1048,-9.169003837,-12.70502259,252.827142,-0.287444493,-7.394641387
13350,754353,1.00E-05,NCI-H1048,-6.242785166,-3.74518372,97.78407209,-1.06865006,-6.289399972
18597,756656,1.00E-05,NCI-H1048,-6.996503617,37.58488291,101.2902677,-0.960577755,-6.330820672
20080,757333,1.00E-05,NCI-H1048,-4.465462229,-159.5487774,96.97975116,-1.127563349,-5.059928659
25708,760536,1.00E-05,NCI-H1048,-7.029668841,1.542214497,96.41901972,-1.050863303,-7.053036001
28125,761691,1.00E-05,NCI-H1048,-8.148537415,9.171314821,98.87786865,-2.189616479,-8.098980772
28283,761693,1.00E-05,NCI-H1048,-5.661872126,33.81855332,100.4838892,-1.596340274,-5.302254791
11938,750691,1.00E-05,NCI-H1048,-4.853063918,-166.4917478,113.4513189,-1.153832097,-5.346622101
12643,754344,1.00E-05,NCI-H1048,-7.504058253,5.046426786,113.9961749,-4.625744735,-7.50643164
13976,754361,1.00E-05,NCI-H1048,-6.096143009,2.223428126,98.95138091,-1.819162313,-6.10178957
16484,755774,1.00E-05,NCI-H1048,-7.794737703,-0.164222086,96.23115077,-3.0563102,-7.7807096
16873,755927,1.00E-05,NCI-H1048,-4.69703937,-344.4907395,103.0599116,-1.833177693,-5.260144646
18676,756657,1.00E-05,NCI-H1048,-5.562595634,-44.94587974,108.2920143,-0.542838773,-5.952946933
21329,758243,1.00E-05,NCI-H1048,-6.189522887,22.40963919,102.4780091,-2.899927966,-6.078577475
22659,758485,1.00E-05,NCI-H1048,-6.214416933,18.70324788,97.49911931,-2.536554294,-6.127121366
23520,758871,1.00E-05,NCI-H1048,-7.601167507,11.40683285,97.9660578,-0.691525056,-7.464021728
24458,759658,1.00E-05,NCI-H1048,-6.201100593,25.37777828,104.3993058,-0.865940254,-5.782557595
13429,754354,1.00E-05,NCI-H1048,-8.165256131,2.714770514,99.57697953,-3.57762624,-8.131197681
20861,757444,1.00E-05,NCI-H1048,-7.86837777,44.93232213,99.68966728,-7.553980761,-7.478297178
21485,758245,1.00E-05,NCI-H1048,-6.258888596,16.92301322,102.8744261,-3.836335847,-6.156621667
25006,759677,1.00E-05,NCI-H1048,-7.680665713,16.75545484,105.0655586,-1.033983641,-7.46388805
26333,761068,1.00E-05,NCI-H1048,-5.281210236,-4.197589349,97.01386454,-2.599505371,-5.297786607
24771,759674,1.00E-05,NCI-H1048,-5.502313651,-7.495669596,108.1421933,-2.156499095,-5.508285513
16563,755775,1.00E-05,NCI-H1048,-6.469564743,9.814085037,107.1597804,-2.224363484,-6.38369483
22424,758256,1.00E-05,NCI-H1048,-7.34235712,3.770579389,96.46203808,-1.001091115,-7.336852045
29298,762418,1.00E-05,NCI-H1048,-7.168886901,1.434599661,93.90116447,-7.571461128,-7.162396804
25552,760443,1.00E-05,NCI-H1048,-8.48425268,-7.005796756,140.0743896,-0.337528332,-7.894639988
23678,758873,1.00E-05,NCI-H1048,-0.599478633,-5524.323903,98.83700184,-0.400991761,-5.755863771
14837,755389,1.00E-05,NCI-H1048,-2.730256508,-2914.559588,95.6948796,-0.721864337,-5.285767484
20469,757439,1.00E-05,NCI-H1048,-6.071006145,35.20242811,88.67102248,-2.025129791,-5.814276462
12017,751249,1.00E-05,NCI-H1048,-7.534459196,7.27031602,103.9384682,-0.993183654,-7.433231816
23912,759096,1.00E-05,NCI-H1048,-6.192641148,1.338392176,99.3737596,-2.242540105,-6.189515153
21959,758251,1.00E-05,NCI-H1048,-5.190926221,-3.540150098,101.4155973,-3.79991425,-5.219085454
14213,754365,1.00E-05,NCI-H1048,-6.645855634,3.93268767,101.8709866,-2.251285327,-6.625224393
21801,758249,1.00E-05,NCI-H1048,-3.202645569,-417.9353203,106.9463401,-0.352091209,-5.815879975
29377,762419,1.00E-05,NCI-H1048,-7.017286071,4.78403891,101.370075,-7.695480578,-7.095247841
12408,753686,1.00E-05,NCI-H1048,-5.497947742,-1.165877407,103.2998546,-1.609821795,-5.489028225
19149,756663,1.00E-05,NCI-H1048,-6.691532829,4.135633413,100.8487373,-1.859792832,-6.662041054
22894,758488,1.00E-05,NCI-H1048,-7.149333891,8.843072716,99.91249599,-19.99035054,-7.124110095
25473,760442,1.00E-05,NCI-H1048,-8.714237128,-0.178857882,95.24575377,-2.684103702,-8.70882014
12172,751549,1.00E-05,NCI-H1048,-5.497379126,0.507105128,96.06941178,-1.919675068,-5.524555533
15545,755762,1.00E-05,NCI-H1048,-7.758152105,3.065523083,99.54680871,-7.504693523,-7.655417347
25630,760444,1.00E-05,NCI-H1048,-0.327636123,-1796.714424,101.2068434,-0.301726031,-5.489972614
27426,761385,1.00E-05,NCI-H1048,-5.369066849,20.97173227,97.03886163,-1.982016295,-5.231296001
17502,756641,1.00E-05,NCI-H1048,-6.031253147,10.94840316,90.34443433,-3.072757714,-6.057394545
22192,758253,1.00E-05,NCI-H1048,-7.248984523,-0.353888973,89.20584829,-1.878076318,-7.300709769
10696,727859,1.00E-05,NCI-H1048,-5.960375939,0.995237011,96.98796858,-10.75120065,-5.997167714
25238,759905,1.00E-05,NCI-H1048,-6.359014014,6.829673597,95.54627719,-10.70362998,-6.225433485
13744,754358,1.00E-05,NCI-H1048,-5.178778196,-17.4739857,98.6460237,-4.039976429,-5.257311904
19536,756878,1.00E-05,NCI-H1048,-5.452599474,-0.129099477,97.48062524,-8.294572123,-5.398411923
3367,95100,1.00E-05,NCI-H1048,-7.0286017,0.250626316,95.97780726,-1.742870898,-7.063129222
28829,762152,1.00E-05,NCI-H1048,-6.373484245,0.274497248,98.43510929,-8.012986901,-6.278927083
2376,49842,1.00E-05,NCI-H1048,-8.325925651,4.713525331,98.53643052,-6.237763589,-8.281443177
32541,764515,1.00E-05,NCI-H1048,-6.383766864,0.918623002,96.67337972,-0.997377085,-6.403883522
33234,764658,1.00E-05,NCI-H1048,-7.95106001,7.148707281,104.4767034,-0.684047407,-7.794301677
31925,764136,1.00E-05,NCI-H1048,-6.450481652,-3.778639587,102.3977757,-0.714079084,-6.46786677
30462,763579,1.00E-05,NCI-H1048,-6.985588574,3.041822093,97.44643314,-3.31099721,-7.020477643
31155,764039,1.00E-05,NCI-H1048,-6.528464959,30.40269611,97.8864467,-0.841264101,-6.05390238
32618,764516,1.00E-05,NCI-H1048,-6.494890319,4.087472603,95.1785534,-1.050686675,-6.506378536
35544,765974,1.00E-05,NCI-H1048,-6.516222151,20.04085616,98.0476925,-0.751717575,-6.231214624
30385,763564,1.00E-05,NCI-H1048,-6.531648507,2.590529899,99.59017779,-1.610222013,-6.52912894
30924,763932,1.00E-05,NCI-H1048,-4.719128379,-186.0666924,100.0447118,-1.0799847,-5.374492589
31463,764043,1.00E-05,NCI-H1048,-6.380070987,44.63575562,99.73194856,-1.643593862,-5.709635984
