experiment_id,nsc,highest_tested_concentration,cell_line,log_ec50,response_zero,response_inflection,hill_slope,log_ic50
43090,773394,1.00E-05,NCI-H1048,-6.166113456,0.135459006,97.8060497,-3.124636933,-6.18294895
27812,761390,1.00E-05,NCI-H1048,-5.045076891,-34.46163617,96.65485698,-7.581184213,-5.230234431
35159,765888,1.00E-05,NCI-H1048,-5.554720114,-6.688341465,95.65093047,-2.067180874,-5.627304468
333,762,1.00E-05,NCI-H1092,-5.748139664,-15.14392759,108.7503569,-0.564173943,-5.827754884
3524,105014,1.00E-05,NCI-H1092,-6.767297832,25.56347788,108.8863951,-1.745598898,-6.527863674
9458,701852,1.00E-05,NCI-H1092,-5.69832216,9.992115261,98.65449399,-2.485574456,-5.663435981
7111,606869,1.00E-05,NCI-H1092,-6.387501769,36.65556146,105.3428571,-2.514946798,-6.070651072
8914,681239,1.00E-05,NCI-H1092,-8.30660101,9.166182746,96.40346785,-5.295104561,-8.234175187
7429,609699,1.00E-05,NCI-H1092,-11.90426866,10.43300393,1420.318846,-0.391864832,-7.958881323
11471,747971,1.00E-05,NCI-H1092,-5.6136991,3.659733441,101.3372769,-5.191057436,-5.658098648
4144,123127,1.00E-05,NCI-H1092,-7.260942117,11.40031292,103.6216883,-1.319663761,-7.138802833
5001,141540,1.00E-05,NCI-H1092,-6.478751485,26.78094204,102.1221712,-1.316302918,-6.178876801
8053,616348,1.00E-05,NCI-H1092,-6.131009119,32.64934957,99.91295061,-1.519291964,-5.783728004
6411,246131,1.00E-05,NCI-H1092,-6.636583704,18.58621172,101.9958575,-2.421262121,-6.542778891
2823,67574,1.00E-05,NCI-H1092,-9.732986756,29.80755608,200.6065545,-0.506194042,-7.988615747
489,3053,1.00E-05,NCI-H1092,-8.34304886,6.935313784,58.89124797,-7.457169009,-8.658216597
4145,123127,1.00E-05,NCI-H1092,-7.223800289,9.59627141,96.21368374,-1.438215503,-7.173921302
4146,123127,1.00E-05,NCI-H1092,-7.228206474,10.81139215,98.05114758,-1.714113678,-7.162177295
7432,609699,1.00E-05,NCI-H1092,-11.88131375,8.638202049,1529.235167,-0.394824604,-7.933339778
5533,180973,0.0002,NCI-H1092,-5.462819651,-0.353357455,105.5304097,-5.252059844,-5.392241667
7433,609699,1.00E-05,NCI-H1092,-11.27453246,7.433653441,792.5830504,-0.368709012,-7.900110237
5534,180973,0.0002,NCI-H1092,-5.22370732,-0.101816347,99.21221778,-5.009871234,-5.293088827
7434,609699,1.00E-05,NCI-H1092,-12.65537307,3.911278875,1093.712888,-0.266665358,-7.559054492
4149,123127,1.00E-05,NCI-H1092,-7.153331898,9.240354044,102.9143603,-1.3097642,-7.063084535
7435,609699,1.00E-05,NCI-H1092,-13.00680309,1.963178339,1174.467329,-0.251820419,-7.554762767
5537,180973,0.0002,NCI-H1092,-5.34262739,-0.643243825,100.7617309,-5.432332193,-5.360489726
4152,123127,1.00E-05,NCI-H1092,-7.259536243,7.698272436,103.1224028,-1.461844298,-7.177576834
5538,180973,0.0002,NCI-H1092,-5.160865848,-0.326766686,99.39755828,-4.099826103,-5.195622207
17032,755981,1.00E-05,NCI-H1092,-5.09132078,-8.942364004,102.1926699,-6.565926723,-5.197435767
19848,757148,1.00E-05,NCI-H1092,-5.682816184,2.149711301,97.63825696,-0.983164989,-5.68634392
21253,758242,1.00E-05,NCI-H1092,-5.97702898,34.95244359,98.20028067,-0.988090412,-5.461043496
29692,762673,1.00E-05,NCI-H1092,-7.213253387,2.942053784,100.5478181,-1.784064466,-7.185378952
8599,649890,1.00E-05,NCI-H1092,-7.036013938,8.187888338,98.06242952,-2.257973949,-7.023286352
20081,757333,1.00E-05,NCI-H1092,-4.6219192,-159.9444101,96.66775163,-1.616056946,-5.045208373
28126,761691,1.00E-05,NCI-H1092,-0.297083287,-2533.435988,93.1852639,-0.326848812,-5.753873422
11939,750691,1.00E-05,NCI-H1092,-5.207106286,-37.22488579,104.66574,-1.565393596,-5.346049857
13272,754352,1.00E-05,NCI-H1092,-6.139421974,32.21141747,102.8334361,-1.776627974,-5.829188599
16485,755774,1.00E-05,NCI-H1092,-6.86441663,-3.682790082,96.00812945,-1.046757952,-6.931149757
16874,755927,1.00E-05,NCI-H1092,-5.177333219,12.44804198,105.2431036,-3.948522118,-5.147293904
21330,758243,1.00E-05,NCI-H1092,-6.437234212,39.97428063,97.29317676,-1.967759876,-6.04432344
13588,754356,1.00E-05,NCI-H1092,-5.218982159,7.94304967,99.39245191,-2.0249338,-5.184539047
29299,762418,1.00E-05,NCI-H1092,-4.600540079,-165.0337665,106.6479047,-0.394189188,-6.081946785
23913,759096,1.00E-05,NCI-H1092,-6.062472623,27.8765922,103.1302429,-3.617284085,-5.957986499
26726,761190,1.00E-05,NCI-H1092,-7.587476835,2.453065499,99.95059454,-1.971767407,-7.581672055
21802,758249,1.00E-05,NCI-H1092,-6.262633944,7.122855855,103.1562359,-2.786633136,-6.20215408
25317,760143,1.00E-05,NCI-H1092,-6.329959292,7.43617629,102.3036447,-3.003875419,-6.256343976
29378,762419,1.00E-05,NCI-H1092,-6.980448524,44.27818787,102.0354156,-1.820909857,-6.442964899
14682,755387,1.00E-05,NCI-H1092,-7.446365709,0.636715498,103.9805017,-2.432335869,-7.445202401
25474,760442,1.00E-05,NCI-H1092,-8.188859649,0.000487114,102.0888429,-4.248197309,-8.14005945
10697,727859,1.00E-05,NCI-H1092,-6.142472125,3.968533212,104.2040356,-2.397117502,-6.119906949
25239,759905,1.00E-05,NCI-H1092,-6.060261583,14.13529339,98.79664339,-2.599976146,-6.020505038
9690,707545,1.00E-05,NCI-H1092,-0.847489508,-3621.434156,108.2349977,-0.371023431,-5.721458595
20159,757334,1.00E-05,NCI-H1092,-9.289943734,49.47705169,138.081303,-0.533599884,-5.093243482
22347,758255,1.00E-05,NCI-H1092,-6.842237566,13.86300654,104.4821225,-0.7881433,-6.60779607
3368,95100,1.00E-05,NCI-H1092,-7.361590985,7.946378177,98.35170463,-2.112338476,-7.314552463
31002,764036,1.00E-05,NCI-H1092,-8.200343279,13.93883011,93.38823331,-2.67055307,-8.139295963
31926,764136,1.00E-05,NCI-H1092,-6.658706966,7.65025179,95.1456751,-2.176829266,-6.646745263
37085,767048,1.00E-05,NCI-H1092,-6.766565341,10.58986102,91.71738783,-2.849656304,-6.729586859
30078,763444,1.00E-05,NCI-H1092,-5.96597057,29.95644842,100.916392,-1.176866636,-5.599651811
32234,764334,1.00E-05,NCI-H1092,-7.27259026,7.613058619,92.56812111,-3.178679695,-7.236705385
30925,763932,1.00E-05,NCI-H1092,-5.152076764,-13.68979503,95.06867417,-4.588433973,-5.249099295
34775,765695,1.00E-05,NCI-H1092,-5.173750942,6.46578198,98.65314863,-3.343243983,-5.179177365
35237,765889,1.00E-05,NCI-H1092,-3.883825251,-105.3140601,96.46519002,-0.425050821,-5.128701471
36392,766824,1.00E-05,NCI-H1092,-3.496726511,-1349.968805,103.025337,-0.877003915,-5.160179958
33081,764608,1.00E-05,NCI-H1092,-7.933981039,39.91137981,123.8906761,-0.906862052,-6.960982587
35776,766255,1.00E-05,NCI-H1092,0.06336237,-4219.093231,105.2977505,-0.337635304,-5.535890091
31079,764037,1.00E-05,NCI-H1092,-5.126779685,-21.79217812,99.54280919,-4.841026872,-5.240804853
35853,766270,1.00E-05,NCI-H1092,-5.17343635,-14.86756104,96.08869084,-4.396747653,-5.258066283
33928,764821,1.00E-05,NCI-H1092,-5.434288548,13.59362894,99.23278786,-1.762416663,-5.334975741
30617,763832,1.00E-05,NCI-H1092,-6.402378615,7.677185777,105.249614,-3.063699291,-6.321798472
40627,772196,1.00E-05,NCI-H1092,-3.039354939,-479.4488901,110.5381319,-0.332210839,-5.883435208
42244,773094,1.00E-05,NCI-H1092,-5.842756656,10.30051854,95.59976462,-3.292798706,-5.779873979
23208,758627,1.00E-05,NCI-H1092,-5.065095782,-39.94571193,103.2930563,-6.302910295,-5.231400182
38009,767601,1.00E-05,NCI-H1092,-6.766963309,23.57015253,102.4217801,-1.142664526,-6.499276437
38163,767746,1.00E-05,NCI-H1092,-5.397231182,8.667468118,102.7419381,-1.054667279,-5.286221496
41782,772885,1.00E-05,NCI-H1092,-6.840892422,43.01925641,97.49406264,-1.666645024,-6.281709203
42013,772920,1.00E-05,NCI-H1092,-5.52395941,-0.476958089,105.2957277,-2.366860261,-5.517909092
40011,771644,1.00E-05,NCI-H1092,-0.931379129,-2573.045252,112.5283871,-0.337646162,-5.758118564
20003,757296,1.00E-05,NCI-H1092,-7.477180646,2.497180616,99.23871501,-3.037129132,-7.50324196
20236,757363,1.00E-05,NCI-H1092,-5.22115475,-8.809832033,99.25679009,-4.319532165,-5.256238411
39395,768112,1.00E-05,NCI-H1092,-12.57827262,1.658032212,2620.029165,-0.376478526,-7.976352327
41628,772595,1.00E-05,NCI-H1092,-7.505434034,44.40042286,99.74175279,-1.610825495,-6.912882464
42706,773260,1.00E-05,NCI-H1092,-7.465214777,43.17927053,99.54122768,-1.848853266,-6.959768024
43091,773394,1.00E-05,NCI-H1092,-6.379149926,11.60417327,100.1228972,-7.749624251,-6.242579798
43014,773265,1.00E-05,NCI-H1092,-6.052889311,24.97456806,104.6127201,-1.236675633,-5.747510263
8991,683863,1.00E-05,NCI-H1092,-5.974661478,-2.262607575,101.857716,-1.866407044,-5.982801889
27813,761390,1.00E-05,NCI-H1092,-5.080406768,11.49260241,99.45111824,-11.40234847,-5.176398694
21408,758244,1.00E-05,NCI-H1092,-5.07253014,-12.52496156,104.6440651,-2.556658326,-5.127196642
25787,760764,1.00E-05,NCI-H1092,-6.471202538,36.28284454,103.5736669,-1.803137521,-6.087886067
178,752,1.00E-05,NCI-H1105,-5.642422367,42.1656617,106.3196991,-2.073192021,-5.138253187
334,762,1.00E-05,NCI-H1105,-6.673328079,2.849812207,100.8828738,-1.872023331,-6.653597523
646,6396,1.00E-05,NCI-H1105,-5.81352948,9.442962186,104.3476578,-2.915911822,-5.730948436
1969,34462,1.00E-05,NCI-H1105,-6.226333748,5.324621326,101.5817022,-2.924370028,-6.189621718
9459,701852,1.00E-05,NCI-H1105,-5.815536599,-0.597809892,102.3763698,-3.791892163,-5.769526665
568,3088,1.00E-05,NCI-H1105,-5.911706831,5.52459655,103.1483249,-2.330021433,-5.851102368
7112,606869,1.00E-05,NCI-H1105,-6.641928006,4.761901271,103.6740952,-4.970712865,-6.63642105
6489,266046,1.00E-05,NCI-H1105,-5.465257976,9.200948959,101.7657002,-1.726925604,-5.386971762
8915,681239,1.00E-05,NCI-H1105,-8.661962529,-0.330471385,131.1869038,-3.161064121,-8.550685013
978,14229,1.00E-05,NCI-H1105,-5.358186612,1.570910553,98.97800206,-2.128796944,-5.337610227
