miRNAName,CellLineName,Expression
hsa-miR-892a,NCI-H128,4.03033206797714
hsa-miR-128,NCI-H128,6.92080512708436
hsa-miR-627,NCI-H128,3.64442922218834
hsa-miR-3605-5p,NCI-H128,3.11602821433351
hsa-miR-562,NCI-H128,4.24005581755841
hsa-miR-1323,NCI-H128,4.42312584752176
hsa-miR-938,NCI-H128,2.273512501397
hsa-miR-515-3p,NCI-H128,1.83052269957814
hsa-let-7c,NCI-H128,10.4401070254564
hsa-miR-195-5p,NCI-H128,8.67520595128109
hsa-miR-140-5p,NCI-H128,8.31878707558541
hsa-miR-302b-3p,NCI-H128,3.11602821433351
hsa-miR-335-5p,NCI-H128,11.6121085947909
hsa-miR-590-5p,NCI-H128,8.04622849207641
hsa-miR-1245b-5p,NCI-H128,3.64442922218834
hsa-miR-337-5p,NCI-H128,3.78484896166228
hsa-miR-27b-3p,NCI-H128,12.9613085511109
hsa-miR-302d-3p,NCI-H128,6.51981546486709
hsa-miR-1238,NCI-H128,2.88589600479019
hsa-miR-449c-5p,NCI-H128,3.48885384125031
hsa-miR-29c-3p,NCI-H128,8.20464839279321
hsa-miR-95,NCI-H128,12.8082460192604
hsa-miR-1226-3p,NCI-H128,4.73154120735076
hsa-miR-485-5p,NCI-H128,3.11602821433351
hsa-miR-892b,NCI-H128,3.64442922218834
hsa-miR-524-3p,NCI-H128,2.88589600479019
hsa-miR-581,NCI-H128,2.61195566004437
hsa-miR-574-5p,NCI-H128,6.69022660272011
hsa-miR-770-5p,NCI-H128,3.91280552866387
hsa-miR-3190-5p,NCI-H128,0
hsa-miR-2277-3p,NCI-H128,2.273512501397
hsa-miR-563,NCI-H128,2.273512501397
hsa-miR-15a-5p,NCI-H128,14.2489622269712
hsa-miR-302f,NCI-H128,6.02051281131744
hsa-miR-197-3p,NCI-H128,9.45171856858106
hsa-miR-28-3p,NCI-H128,7.28242011544509
hsa-miR-1205,NCI-H128,2.61195566004437
hsa-miR-338-5p,NCI-H128,3.11602821433351
hsa-miR-4458,NCI-H128,3.48885384125031
hsa-miR-142-5p,NCI-H128,2.273512501397
hsa-miR-544a,NCI-H128,3.64442922218834
hsa-miR-548k,NCI-H128,4.42312584752176
hsa-miR-450a-5p,NCI-H128,8.080697815813
hsa-miR-516a-3p,NCI-H128,3.3144510055279
hsa-miR-339-3p,NCI-H128,3.3144510055279
hsa-miR-1257,NCI-H128,2.88589600479019
hsa-miR-412,NCI-H128,2.61195566004437
hsa-miR-622,NCI-H128,2.88589600479019
hsa-miR-218-5p,NCI-H128,8.69313998617844
hsa-miR-192-5p,NCI-H128,4.42312584752176
hsa-miR-646,NCI-H128,3.64442922218834
hsa-miR-129-2-3p,NCI-H128,2.88589600479019
hsa-miR-1288,NCI-H128,3.3144510055279
hsa-miR-3175,NCI-H128,1.18797644026313
hsa-miR-1286,NCI-H128,3.11602821433351
hsa-miR-132-3p,NCI-H128,9.31363084289614
hsa-miR-100-5p,NCI-H128,4.58555940454668
hsa-miR-889,NCI-H128,1.83052269957814
hsa-miR-802,NCI-H128,3.91280552866387
hsa-miR-141-3p,NCI-H128,12.2722964868216
hsa-miR-582-3p,NCI-H128,4.33449270830144
hsa-miR-1,NCI-H128,1.83052269957814
hsa-miR-762,NCI-H128,3.48885384125031
hsa-miR-153,NCI-H128,4.13900151955247
hsa-miR-922,NCI-H128,3.48885384125031
hsa-miR-526a+hsa-miR-520c-5p+hsa-miR-518d-5p,NCI-H128,1.83052269957814
hsa-miR-601,NCI-H128,4.86409945948874
hsa-miR-2052,NCI-H128,2.273512501397
hsa-miR-1251,NCI-H128,1.18797644026313
hsa-miR-618,NCI-H128,6.3265451135989
hsa-let-7f-5p,NCI-H128,11.2367364695761
hsa-miR-198,NCI-H128,3.78484896166228
hsa-miR-144-3p,NCI-H128,7.3962722878184
hsa-miR-1258,NCI-H128,3.3144510055279
hsa-miR-378b,NCI-H128,4.03033206797714
hsa-miR-410,NCI-H128,3.64442922218834
hsa-miR-369-5p,NCI-H128,2.88589600479019
hsa-miR-34c-3p,NCI-H128,5.96254481959789
hsa-miR-492,NCI-H128,2.88589600479019
hsa-miR-1179,NCI-H128,3.64442922218834
hsa-miR-215,NCI-H128,3.3144510055279
hsa-miR-155-5p,NCI-H128,6.6540589032332
hsa-miR-766-3p,NCI-H128,5.15035242866291
hsa-miR-671-5p,NCI-H128,1.18797644026313
hsa-miR-499a-3p,NCI-H128,3.11602821433351
hsa-miR-486-3p,NCI-H128,7.63764704897598
hsa-miR-659-3p,NCI-H128,1.83052269957814
hsa-miR-503,NCI-H128,6.98044003512783
hsa-miR-3136-5p,NCI-H128,3.11602821433351
hsa-miR-1273d,NCI-H128,2.273512501397
hsa-miR-127-5p,NCI-H128,3.91280552866387
hsa-miR-145-5p,NCI-H128,4.24005581755841
hsa-let-7g-5p,NCI-H128,14.5357834267389
hsa-miR-758,NCI-H128,2.273512501397
hsa-miR-548am-3p,NCI-H128,2.88589600479019
hsa-miR-320a,NCI-H128,4.50662747620354
hsa-miR-7-5p,NCI-H128,9.85566366059676
hsa-miR-1825,NCI-H128,1.83052269957814
hsa-miR-542-3p,NCI-H128,5.15035242866291
hsa-miR-32-5p,NCI-H128,10.8388634806237
hsa-miR-485-3p,NCI-H128,3.3144510055279
hsa-miR-554,NCI-H128,2.273512501397
hsa-miR-502-5p,NCI-H128,3.91280552866387
hsa-miR-493-3p,NCI-H128,3.48885384125031
hsa-miR-625-5p,NCI-H128,3.64442922218834
hsa-miR-369-3p,NCI-H128,2.273512501397
hsa-miR-367-3p,NCI-H128,3.3144510055279
hsa-miR-580,NCI-H128,2.88589600479019
hsa-miR-1183,NCI-H128,4.24005581755841
hsa-miR-378a-3p+hsa-miR-378i,NCI-H128,2.88589600479019
hsa-miR-518b,NCI-H128,4.33449270830144
hsa-miR-578,NCI-H128,4.03033206797714
hsa-miR-635,NCI-H128,2.273512501397
hsa-miR-135b-5p,NCI-H128,11.0794405126317
hsa-miR-3187-3p,NCI-H128,2.273512501397
hsa-miR-557,NCI-H128,2.88589600479019
hsa-miR-579,NCI-H128,6.69022660272011
hsa-miR-890,NCI-H128,2.88589600479019
hsa-miR-515-5p,NCI-H128,1.83052269957814
hsa-miR-576-3p,NCI-H128,2.88589600479019
hsa-miR-513a-3p,NCI-H128,3.48885384125031
hsa-miR-767-5p,NCI-H128,1.83052269957814
hsa-miR-33a-5p,NCI-H128,7.75327936443193
hsa-miR-487b,NCI-H128,2.88589600479019
hsa-miR-934,NCI-H128,1.83052269957814
hsa-miR-532-5p,NCI-H128,9.93505025479235
hsa-miR-1908,NCI-H128,4.98549629332017
hsa-miR-614,NCI-H128,3.3144510055279
hsa-miR-653,NCI-H128,2.88589600479019
hsa-miR-1200,NCI-H128,3.11602821433351
hsa-miR-520c-3p,NCI-H128,2.61195566004437
hsa-miR-3182,NCI-H128,3.3144510055279
hsa-miR-337-3p,NCI-H128,4.50662747620354
hsa-miR-302c-3p,NCI-H128,1.83052269957814
hsa-miR-409-5p,NCI-H128,3.11602821433351
hsa-miR-550a-5p,NCI-H128,4.79934226910909
hsa-let-7d-5p,NCI-H128,11.5408583318151
hsa-miR-216a,NCI-H128,7.30592068977067
hsa-miR-1245b-3p,NCI-H128,3.3144510055279
hsa-miR-548a-5p,NCI-H128,5.83911558873376
hsa-miR-504,NCI-H128,1.18797644026313
hsa-miR-888-5p,NCI-H128,5.4324542116013
hsa-miR-631,NCI-H128,6.02051281131744
hsa-miR-1272,NCI-H128,1.83052269957814
hsa-miR-606,NCI-H128,3.64442922218834
hsa-miR-598,NCI-H128,10.1596526662536
hsa-miR-1267,NCI-H128,4.13900151955247
hsa-miR-1284,NCI-H128,2.61195566004437
hsa-miR-548d-3p,NCI-H128,6.23156899478104
hsa-miR-4431,NCI-H128,3.48885384125031
hsa-miR-885-5p,NCI-H128,7.40717852568165
hsa-miR-142-3p,NCI-H128,3.78484896166228
hsa-let-7e-5p,NCI-H128,11.0501686227208
hsa-miR-1290,NCI-H128,4.58555940454668
hsa-miR-216b,NCI-H128,9.07461444942835
hsa-miR-548an,NCI-H128,2.88589600479019
hsa-miR-196a-5p,NCI-H128,7.81190556497201
hsa-miR-494,NCI-H128,6.79358823877186
hsa-miR-1233,NCI-H128,3.3144510055279
hsa-miR-487a,NCI-H128,3.48885384125031
hsa-miR-512-3p,NCI-H128,3.3144510055279
hsa-miR-586,NCI-H128,2.88589600479019
hsa-miR-654-3p,NCI-H128,2.273512501397
hsa-miR-450b-3p,NCI-H128,2.88589600479019
hsa-miR-1305,NCI-H128,2.88589600479019
hsa-miR-634,NCI-H128,3.48885384125031
hsa-miR-541-3p,NCI-H128,3.48885384125031
hsa-miR-1246,NCI-H128,11.1501227346307
hsa-miR-1248,NCI-H128,3.11602821433351
hsa-miR-518a-3p,NCI-H128,2.61195566004437
hsa-miR-1324,NCI-H128,2.61195566004437
hsa-miR-1185-5p,NCI-H128,4.24005581755841
hsa-miR-936,NCI-H128,3.91280552866387
hsa-miR-587,NCI-H128,4.24005581755841
hsa-miR-217,NCI-H128,7.14584301227811
hsa-miR-154-5p,NCI-H128,2.273512501397
hsa-miR-338-3p,NCI-H128,8.67520595128109
hsa-miR-370,NCI-H128,3.64442922218834
hsa-miR-19a-3p,NCI-H128,12.377938720219
hsa-miR-106b-5p,NCI-H128,12.9737421166326
hsa-miR-512-5p,NCI-H128,3.78484896166228
hsa-miR-942,NCI-H128,4.24005581755841
hsa-miR-767-3p,NCI-H128,2.273512501397
hsa-miR-519c-3p,NCI-H128,3.78484896166228
hsa-miR-576-5p,NCI-H128,2.88589600479019
hsa-miR-450b-5p,NCI-H128,3.11602821433351
hsa-miR-1255b-5p,NCI-H128,2.88589600479019
hsa-miR-638,NCI-H128,2.61195566004437
hsa-miR-3141,NCI-H128,3.78484896166228
hsa-miR-568,NCI-H128,1.83052269957814
hsa-miR-139-3p,NCI-H128,3.11602821433351
hsa-miR-1827,NCI-H128,4.86409945948874
hsa-miR-3168,NCI-H128,2.88589600479019
hsa-miR-761,NCI-H128,4.42312584752176
hsa-miR-196b-5p,NCI-H128,10.5888165349837
hsa-miR-302e,NCI-H128,2.88589600479019
hsa-miR-548d-5p,NCI-H128,3.91280552866387
hsa-miR-548ak,NCI-H128,2.61195566004437
hsa-miR-411-5p,NCI-H128,4.03033206797714
hsa-miR-1293,NCI-H128,2.61195566004437
hsa-miR-548j,NCI-H128,3.91280552866387
hsa-miR-508-3p,NCI-H128,3.48885384125031
hsa-miR-513b,NCI-H128,2.88589600479019
hsa-miR-1229,NCI-H128,3.11602821433351
hsa-miR-371b-5p,NCI-H128,2.61195566004437
hsa-miR-671-3p,NCI-H128,3.11602821433351
hsa-miR-30b-5p,NCI-H128,10.9295931941428
hsa-miR-521,NCI-H128,4.50662747620354
hsa-miR-943,NCI-H128,3.3144510055279
hsa-miR-548h-5p,NCI-H128,1.83052269957814
hsa-miR-4435,NCI-H128,3.3144510055279
hsa-miR-1303,NCI-H128,3.3144510055279
hsa-miR-600,NCI-H128,2.61195566004437
hsa-miR-1280,NCI-H128,2.61195566004437
hsa-miR-1271-5p,NCI-H128,5.25064166353353
hsa-miR-657,NCI-H128,3.11602821433351
hsa-miR-544b,NCI-H128,2.273512501397
hsa-miR-181c-5p,NCI-H128,8.62002612581339
hsa-miR-199b-5p,NCI-H128,2.273512501397
hsa-miR-146b-5p,NCI-H128,4.33449270830144
hsa-miR-320b,NCI-H128,2.273512501397
hsa-miR-340-5p,NCI-H128,6.75995050959868
hsa-miR-548aj-3p,NCI-H128,5.15035242866291
hsa-miR-508-5p,NCI-H128,2.273512501397
hsa-miR-1273e,NCI-H128,3.11602821433351
hsa-miR-1254,NCI-H128,3.48885384125031
hsa-miR-548w,NCI-H128,1.83052269957814
hsa-miR-3928,NCI-H128,3.64442922218834
hsa-miR-718,NCI-H128,1.83052269957814
hsa-miR-3178,NCI-H128,2.273512501397
hsa-miR-591,NCI-H128,2.61195566004437
hsa-miR-1250,NCI-H128,3.48885384125031
hsa-miR-182-5p,NCI-H128,10.5176355958269
hsa-miR-633,NCI-H128,3.48885384125031
hsa-miR-219-2-3p,NCI-H128,2.273512501397
hsa-miR-320c,NCI-H128,1.18797644026313
hsa-miR-1197,NCI-H128,3.11602821433351
hsa-miR-4516,NCI-H128,4.33449270830144
hsa-miR-4508,NCI-H128,2.88589600479019
hsa-miR-200b-3p,NCI-H128,13.3633504917528
hsa-miR-221-3p,NCI-H128,7.52200178986549
hsa-miR-184,NCI-H128,2.61195566004437
hsa-miR-525-3p,NCI-H128,6.51981546486709
hsa-miR-599,NCI-H128,3.11602821433351
hsa-miR-1277-3p,NCI-H128,3.91280552866387
hsa-miR-421,NCI-H128,8.60589497903339
hsa-miR-34a-5p,NCI-H128,4.92607438019617
hsa-miR-96-5p,NCI-H128,10.6815679797548
hsa-miR-556-3p,NCI-H128,3.48885384125031
hsa-miR-23c,NCI-H128,3.48885384125031
hsa-miR-548ab,NCI-H128,2.88589600479019
hsa-miR-520d-3p,NCI-H128,2.88589600479019
hsa-miR-1273g-5p,NCI-H128,1.83052269957814
hsa-miR-1255a,NCI-H128,4.42312584752176
hsa-miR-526b-5p,NCI-H128,2.88589600479019
hsa-miR-643,NCI-H128,4.92607438019617
hsa-miR-589-5p,NCI-H128,2.88589600479019
hsa-miR-2278,NCI-H128,2.273512501397
hsa-miR-1266,NCI-H128,2.61195566004437
hsa-miR-516a-5p,NCI-H128,1.83052269957814
hsa-miR-933,NCI-H128,3.64442922218834
hsa-miR-524-5p,NCI-H128,1.18797644026313
hsa-miR-582-5p,NCI-H128,4.24005581755841
hsa-miR-101-3p,NCI-H128,4.42312584752176
hsa-miR-566,NCI-H128,3.11602821433351
hsa-miR-660-5p,NCI-H128,11.0726062497967
hsa-miR-181a-5p,NCI-H128,11.4955893026534
hsa-miR-542-5p,NCI-H128,5.15035242866291
hsa-miR-219-1-3p,NCI-H128,3.64442922218834
hsa-miR-19b-3p,NCI-H128,13.4725167120089
hsa-miR-199a-3p+hsa-miR-199b-3p,NCI-H128,4.13900151955247
hsa-miR-3184-5p,NCI-H128,2.61195566004437
hsa-miR-1302,NCI-H128,2.273512501397
hsa-miR-548o-3p,NCI-H128,4.03033206797714
hsa-miR-874,NCI-H128,4.24005581755841
hsa-miR-342-3p,NCI-H128,12.3782851652854
hsa-miR-219-5p,NCI-H128,5.38910369641177
hsa-miR-378d,NCI-H128,1.83052269957814
hsa-miR-548g-3p,NCI-H128,3.91280552866387
hsa-miR-28-5p,NCI-H128,6.92080512708436
hsa-miR-34c-5p,NCI-H128,6.82645951081686
hsa-miR-451a,NCI-H128,2.88589600479019
hsa-miR-520e,NCI-H128,3.3144510055279
hsa-miR-593-3p,NCI-H128,3.48885384125031
hsa-miR-877-5p,NCI-H128,4.13900151955247
hsa-miR-665,NCI-H128,3.78484896166228
hsa-miR-4425,NCI-H128,1.83052269957814
hsa-miR-1289,NCI-H128,2.61195566004437
hsa-miR-1973,NCI-H128,5.15035242866291
hsa-miR-556-5p,NCI-H128,3.64442922218834
hsa-miR-518c-3p,NCI-H128,3.11602821433351
hsa-miR-548ac,NCI-H128,1.83052269957814
hsa-miR-148b-3p,NCI-H128,11.24967018748
hsa-miR-181b-5p+hsa-miR-181d,NCI-H128,7.23423838966943
hsa-miR-339-5p,NCI-H128,4.50662747620354
hsa-miR-371b-3p,NCI-H128,3.11602821433351
hsa-miR-20a-5p+hsa-miR-20b-5p,NCI-H128,12.9001370454321
hsa-miR-4284,NCI-H128,6.95093069101482
hsa-miR-146a-5p,NCI-H128,4.03033206797714
hsa-miR-29a-3p,NCI-H128,7.83631967241591
hsa-miR-550b-3p,NCI-H128,3.78484896166228
hsa-miR-342-5p,NCI-H128,3.64442922218834
hsa-miR-452-5p,NCI-H128,2.61195566004437
hsa-miR-548b-5p,NCI-H128,4.86409945948874
hsa-miR-506-3p,NCI-H128,1.18797644026313
hsa-miR-1263,NCI-H128,4.33449270830144
hsa-miR-361-5p,NCI-H128,11.1948664445065
hsa-miR-1181,NCI-H128,2.88589600479019
hsa-miR-323b-3p,NCI-H128,2.273512501397
hsa-miR-423-3p,NCI-H128,7.40717852568165
hsa-miR-548ae,NCI-H128,3.3144510055279
hsa-let-7i-5p,NCI-H128,11.7329785576155
hsa-miR-202-3p,NCI-H128,2.88589600479019
hsa-miR-224-5p,NCI-H128,2.61195566004437
hsa-miR-1206,NCI-H128,7.85236919623709
hsa-miR-516b-5p,NCI-H128,2.273512501397
hsa-miR-507,NCI-H128,1.83052269957814
hsa-miR-519e-3p,NCI-H128,2.88589600479019
hsa-miR-4531,NCI-H128,3.64442922218834
hsa-miR-720,NCI-H128,10.6451797910178
hsa-miR-2116-5p,NCI-H128,4.58555940454668
hsa-miR-496,NCI-H128,3.11602821433351
hsa-miR-1256,NCI-H128,3.48885384125031
hsa-miR-3151,NCI-H128,6.79358823877186
hsa-miR-199a-5p,NCI-H128,4.42312584752176
hsa-miR-146b-3p,NCI-H128,3.11602821433351
hsa-miR-1269b,NCI-H128,3.78484896166228
hsa-miR-648,NCI-H128,3.3144510055279
hsa-miR-4286,NCI-H128,7.5615891979576
hsa-miR-200a-3p,NCI-H128,13.7947114481861
hsa-miR-345-5p,NCI-H128,7.95255257983678
hsa-miR-320d,NCI-H128,4.50662747620354
hsa-miR-650,NCI-H128,2.61195566004437
hsa-miR-514b-5p,NCI-H128,5.8709769253883
hsa-miR-765,NCI-H128,3.11602821433351
hsa-miR-488-3p,NCI-H128,4.58555940454668
hsa-miR-513a-5p,NCI-H128,0
hsa-miR-505-3p,NCI-H128,6.53977496578448
hsa-miR-378c,NCI-H128,2.273512501397
hsa-miR-875-3p,NCI-H128,4.03033206797714
hsa-miR-33b-5p,NCI-H128,1.83052269957814
hsa-miR-126-3p,NCI-H128,6.92080512708436
hsa-miR-3127-5p,NCI-H128,2.88589600479019
hsa-miR-548v,NCI-H128,2.88589600479019
hsa-miR-769-5p,NCI-H128,7.20953035320511
hsa-miR-522-3p,NCI-H128,3.3144510055279
hsa-miR-1304-5p,NCI-H128,3.3144510055279
hsa-miR-571,NCI-H128,2.88589600479019
hsa-miR-708-5p,NCI-H128,7.65605110189863
hsa-miR-3180-5p,NCI-H128,3.3144510055279
hsa-miR-320e,NCI-H128,8.16664424625884
hsa-miR-346,NCI-H128,3.11602821433351
hsa-miR-223-3p,NCI-H128,3.48885384125031
hsa-miR-378e,NCI-H128,5.29828756735211
hsa-miR-30c-5p,NCI-H128,8.48242054036578
hsa-miR-147b,NCI-H128,3.64442922218834
hsa-miR-185-5p,NCI-H128,7.93004310508126
hsa-miR-200c-3p,NCI-H128,13.3657984699875
hsa-miR-107,NCI-H128,11.9601014659558
hsa-miR-1538,NCI-H128,3.48885384125031
hsa-miR-548b-3p,NCI-H128,7.48129738489759
hsa-miR-624-3p,NCI-H128,3.64442922218834
hsa-miR-519d,NCI-H128,3.78484896166228
hsa-miR-1261,NCI-H128,2.273512501397
hsa-miR-551b-3p,NCI-H128,8.06700875307692
hsa-miR-548z,NCI-H128,3.3144510055279
hsa-miR-520d-5p+hsa-miR-518a-5p+hsa-miR-527,NCI-H128,3.78484896166228
hsa-miR-2113,NCI-H128,4.13900151955247
hsa-miR-585,NCI-H128,3.3144510055279
hsa-miR-1184,NCI-H128,2.61195566004437
hsa-miR-136-5p,NCI-H128,3.3144510055279
hsa-miR-3195,NCI-H128,3.78484896166228
hsa-miR-1468,NCI-H128,0
hsa-miR-636,NCI-H128,3.64442922218834
hsa-miR-371a-3p,NCI-H128,4.33449270830144
hsa-miR-361-3p,NCI-H128,6.85859847743945
hsa-miR-489,NCI-H128,4.92607438019617
hsa-miR-548aa,NCI-H128,6.41565305237009
hsa-miR-9-5p,NCI-H128,11.7619430391749
hsa-miR-222-3p,NCI-H128,6.75995050959868
hsa-miR-655,NCI-H128,4.03033206797714
hsa-miR-127-3p,NCI-H128,3.91280552866387
hsa-miR-1291,NCI-H128,3.64442922218834
hsa-miR-1224-5p,NCI-H128,3.11602821433351
hsa-miR-1234,NCI-H128,4.50662747620354
hsa-miR-523-3p,NCI-H128,3.3144510055279
hsa-miR-592,NCI-H128,8.94590283901653
hsa-miR-495,NCI-H128,4.92607438019617
hsa-miR-548m,NCI-H128,3.64442922218834
hsa-miR-2276,NCI-H128,3.91280552866387
hsa-miR-4443,NCI-H128,7.29421825323397
hsa-miR-876-5p,NCI-H128,4.98549629332017
hsa-miR-183-5p,NCI-H128,11.6325828018588
hsa-miR-302a-3p,NCI-H128,3.64442922218834
hsa-miR-23a-3p,NCI-H128,8.74133912389092
hsa-miR-548ag,NCI-H128,3.48885384125031
hsa-miR-376b,NCI-H128,3.64442922218834
hsa-miR-383,NCI-H128,2.61195566004437
hsa-miR-27a-3p,NCI-H128,3.11602821433351
hsa-miR-575,NCI-H128,6.25590560047814
hsa-let-7b-5p,NCI-H128,13.6872449117496
hsa-miR-193a-3p,NCI-H128,2.88589600479019
hsa-miR-510,NCI-H128,2.61195566004437
hsa-miR-1228-3p,NCI-H128,2.88589600479019
hsa-miR-924,NCI-H128,3.48885384125031
hsa-miR-519b-3p,NCI-H128,3.11602821433351
hsa-miR-1470,NCI-H128,3.48885384125031
hsa-miR-30e-5p,NCI-H128,8.89644924362677
hsa-miR-483-3p,NCI-H128,6.30338080031346
hsa-miR-573,NCI-H128,3.3144510055279
hsa-miR-764,NCI-H128,2.61195566004437
hsa-miR-517c-3p+hsa-miR-519a-3p,NCI-H128,3.3144510055279
hsa-miR-604,NCI-H128,3.78484896166228
hsa-miR-1279,NCI-H128,1.18797644026313
hsa-miR-134,NCI-H128,3.11602821433351
hsa-miR-4454,NCI-H128,11.7645957528391
hsa-miR-3147,NCI-H128,3.11602821433351
hsa-miR-1178,NCI-H128,2.88589600479019
hsa-miR-662,NCI-H128,3.11602821433351
hsa-miR-376c,NCI-H128,4.73154120735076
hsa-miR-23b-3p,NCI-H128,11.1106345459298
hsa-miR-1268b,NCI-H128,2.61195566004437
hsa-miR-644a,NCI-H128,4.03033206797714
hsa-miR-384,NCI-H128,3.3144510055279
hsa-miR-193a-5p,NCI-H128,3.3144510055279
hsa-miR-212-3p,NCI-H128,3.3144510055279
hsa-miR-18a-5p,NCI-H128,11.1814296224999
hsa-miR-422a,NCI-H128,3.11602821433351
hsa-miR-2114-5p,NCI-H128,3.3144510055279
hsa-miR-548l,NCI-H128,2.61195566004437
hsa-miR-1294,NCI-H128,2.61195566004437
hsa-miR-548i,NCI-H128,3.64442922218834
hsa-miR-130b-3p,NCI-H128,9.8910553756595
hsa-miR-490-5p,NCI-H128,1.83052269957814
hsa-miR-499b-5p,NCI-H128,3.3144510055279
hsa-miR-1264,NCI-H128,3.78484896166228
hsa-miR-3196,NCI-H128,3.11602821433351
hsa-miR-4647,NCI-H128,2.61195566004437
hsa-miR-652-3p,NCI-H128,7.64687842215107
hsa-miR-621,NCI-H128,2.88589600479019
hsa-miR-4532,NCI-H128,2.88589600479019
hsa-miR-561-3p,NCI-H128,2.88589600479019
hsa-miR-2054,NCI-H128,2.273512501397
hsa-miR-553,NCI-H128,1.18797644026313
hsa-miR-520h,NCI-H128,5.09746619345159
hsa-miR-2110,NCI-H128,2.273512501397
hsa-miR-1539,NCI-H128,3.11602821433351
hsa-miR-1208,NCI-H128,3.48885384125031
hsa-miR-615-5p,NCI-H128,1.83052269957814
hsa-miR-514a-3p,NCI-H128,2.88589600479019
hsa-miR-574-3p,NCI-H128,6.72550972539574
hsa-miR-211-5p,NCI-H128,3.48885384125031
hsa-miR-151a-5p,NCI-H128,7.20953035320511
hsa-miR-330-5p,NCI-H128,4.50662747620354
hsa-miR-26a-5p,NCI-H128,9.77376134560832
hsa-miR-301b,NCI-H128,8.19838348450307
hsa-miR-548a-3p,NCI-H128,4.58555940454668
hsa-miR-3200-3p,NCI-H128,5.63158518296703
hsa-miR-1471,NCI-H128,2.88589600479019
hsa-miR-647,NCI-H128,3.11602821433351
hsa-miR-99b-5p,NCI-H128,12.4886162578942
hsa-miR-1268a,NCI-H128,3.48885384125031
hsa-miR-548ah-5p,NCI-H128,4.73154120735076
hsa-miR-105-5p,NCI-H128,6.23156899478104
hsa-miR-663a,NCI-H128,3.48885384125031
hsa-miR-380-3p,NCI-H128,2.273512501397
hsa-miR-431-5p,NCI-H128,3.3144510055279
hsa-miR-484,NCI-H128,7.59058280024964
hsa-miR-548x-3p,NCI-H128,3.3144510055279
hsa-miR-448,NCI-H128,4.03033206797714
hsa-miR-124-3p,NCI-H128,6.37178694170676
hsa-miR-1275,NCI-H128,3.48885384125031
hsa-miR-1225-3p,NCI-H128,2.61195566004437
hsa-miR-382-5p,NCI-H128,4.24005581755841
hsa-miR-2053,NCI-H128,2.61195566004437
hsa-miR-1252,NCI-H128,3.64442922218834
hsa-miR-133b,NCI-H128,3.3144510055279
hsa-miR-4421,NCI-H128,3.11602821433351
hsa-miR-590-3p,NCI-H128,5.20136832397133
hsa-miR-759,NCI-H128,2.61195566004437
hsa-miR-2117,NCI-H128,4.13900151955247
hsa-miR-641,NCI-H128,4.92607438019617
hsa-miR-548ad,NCI-H128,3.91280552866387
hsa-miR-3690,NCI-H128,3.3144510055279
hsa-miR-1273a,NCI-H128,1.83052269957814
hsa-miR-191-5p,NCI-H128,12.9090362407949
hsa-miR-596,NCI-H128,2.61195566004437
hsa-miR-301a-3p,NCI-H128,12.022605127178
hsa-miR-330-3p,NCI-H128,4.03033206797714
hsa-miR-125b-5p,NCI-H128,10.8338200827592
hsa-miR-1193,NCI-H128,3.48885384125031
hsa-miR-106a-5p+hsa-miR-17-5p,NCI-H128,13.120122342652
hsa-miR-491-5p,NCI-H128,5.04256724153684
hsa-miR-1321,NCI-H128,4.42312584752176
hsa-miR-548t-5p,NCI-H128,3.48885384125031
hsa-miR-409-3p,NCI-H128,3.3144510055279
hsa-miR-31-5p,NCI-H128,6.07624132232483
hsa-miR-525-5p,NCI-H128,2.61195566004437
hsa-miR-3180,NCI-H128,2.61195566004437
hsa-miR-1914-5p,NCI-H128,3.11602821433351
hsa-miR-1243,NCI-H128,4.13900151955247
hsa-miR-616-3p,NCI-H128,3.11602821433351
hsa-miR-3185,NCI-H128,4.24005581755841
hsa-miR-4448,NCI-H128,3.91280552866387
hsa-miR-941,NCI-H128,6.43709587200695
hsa-miR-4488,NCI-H128,4.03033206797714
hsa-miR-25-3p,NCI-H128,14.4747230674542
hsa-miR-4792,NCI-H128,2.88589600479019
hsa-miR-1281,NCI-H128,3.48885384125031
hsa-miR-656,NCI-H128,3.48885384125031
hsa-miR-605,NCI-H128,1.18797644026313
hsa-miR-193b-3p,NCI-H128,4.92607438019617
hsa-miR-143-3p,NCI-H128,7.48129738489759
hsa-miR-152,NCI-H128,5.04256724153684
hsa-miR-548al,NCI-H128,4.33449270830144
hsa-miR-3934,NCI-H128,3.48885384125031
hsa-miR-1912,NCI-H128,2.88589600479019
hsa-miR-670,NCI-H128,3.48885384125031
hsa-miR-449a,NCI-H128,2.88589600479019
hsa-miR-93-5p,NCI-H128,14.5423681570551
hsa-miR-483-5p,NCI-H128,3.11602821433351
hsa-miR-769-3p,NCI-H128,5.4324542116013
hsa-miR-331-3p,NCI-H128,11.4235633964257
hsa-miR-26b-5p,NCI-H128,9.62987748163428
hsa-miR-935,NCI-H128,3.91280552866387
hsa-miR-520b,NCI-H128,1.83052269957814
hsa-miR-1909-3p,NCI-H128,1.83052269957814
hsa-miR-891a,NCI-H128,3.11602821433351
hsa-miR-3614-5p,NCI-H128,3.91280552866387
hsa-miR-1202,NCI-H128,3.91280552866387
hsa-miR-564,NCI-H128,2.273512501397
hsa-miR-658,NCI-H128,1.83052269957814
hsa-miR-3180-3p,NCI-H128,2.61195566004437
